,,AD CHP ,,,ACT Standard ,,,ACT Advanced ,,,ACT CHP ,,
Reference plant size ,MW ,2,,,12,,,9,,,1,,
Average load factor (net of availability) ,% ,79%,,,83%,,,83%,,,83%,,
Efficiency (LHV) ,% ,32%,,,21%,,,25%,,,24%,,
Pre-development period ,Duration and % spend per years 1 & 2 ,2 years ,66.70%,33.30%,3 years ,36.40%,36.40%,3 years ,36.40%,36.40%,3 years ,36.40%,36.40%
,"% spend per years 3, 4, & 5 ",,,,27.30%,,,27.30%,,,27.30%,,
,"% spend per years 6, 7, & 8 ",,,,,,,,,,,,
Construction period ,Duration and % spend per years 1 & 2 ,1 years ,100%,,2 years ,50%,50%,2 years ,44.40%,44.40%,2 years ,44.40%,44.40%
,"% spend per years 3, 4, & 5 ",,,,,,,11.10%,,,11.10%,,
,"% spend per years 6, 7, & 8 ",,,,,,,,,,,,
Operating period ,Duration ,20 years ,,,25 years ,,,25 years ,,,25 years ,,
,,Commissioning year ,,,Commissioning year ,,,Commissioning year ,,,Commissioning year ,,
,,2018,2020,2025,2018,2020,2025,2018,2020,2025,2018,2020,2025
Pre-development £/kW ,High ,440,440,440,300,300,300,980,980,980,980,980,980
,Medium ,340,340,340,180,180,180,410,410,410,410,410,410
,Low ,260,260,260,50,50,50,90,90,90,90,90,90
Construction £/kW ,High ,"5,600","5,600","5,600","7,100","6,900","6,600","12,300","12,000","11,400","16,700","16,300","15,400"
,Medium ,"4,300","4,300","4,300","6,100","6,000","5,600","7,100","7,000","6,600","9,000","8,800","8,300"
,Low ,"3,300","3,300","3,300","4,200","4,100","3,900","4,300","4,200","4,000","4,900","4,800","4,500"
Infrastructure £'000s ,High ,"1,000","1,000","1,000","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600"
,Medium ,700,700,700,"1,400","1,400","1,400","1,400","1,400","1,400","1,400","1,400","1,400"
,Low ,500,500,500,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Fixed O&M £/MW/year ,Medium ,"132,000","132,000","132,000","232,400","229,700","223,200","157,700","156,000","151,600","157,700","156,000","151,600"
Variable O&M £/MWh ,Medium ,81,81,81,21,21,20,40,39,38,40,39,38
Insurance £/MWh/year ,Medium ,"54,200","54,200","54,200","56,700","56,000","54,400","83,300","82,400","80,100","83,300","82,400","80,100"
Connection and Use of System charges £/MW/year ,Medium ,"12,900","12,900","12,900","12,700","12,600","12,200","12,700","12,600","12,200","12,700","12,600","12,200"
